Sample	Study	Site	Site latitude	Site longitude	Country	Year	ENA	All samples same individual	% callable	location_id	continent	date_of_collection	partner_sample_id	derivative_sample_id	original_sample_id	sampling_event_id	individual_id	mean_coverage	bases_no_coverage_percent	bases_low_coverage_percent	bases_excessive_coverage_percent	bases_poor_mapping_quality_percent	bases	bases_of_1X_coverage	bases_of_5X_coverage	bases_duplicated	mean_insert_size	sd_insert_size	avg_read_length	error_rate	average_quality	reads_mapped	reads_properly_paired	genome_50pc_callable	preferred_sample_individual	preferred_sample_sampling_event	in_pv_10	in_pv_20	in_pv_30	first_release	dna_prep	id_run	GADM	GADM_0	GADM_1	GADM_2	Species	public_exclusion_reason	median_distance_to_other_samples	nearest_sample	nearest_sample_dist	nearest_sample_country	nearest_country	nearest_site	nearest_population	nearest_continent	Continent_mismatch	QC_pass	sub_population	analysis_sub_population	population	analysis_population	colouring_sub_population	in_analysis_set	subpopulation_colour	population_colour	fws	can_be_used	belong_to_pair
PJ0043-C	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137	Indonesia	2011	NaN	"PJ0043-C,PJ0311-C"	88.49	Timika	Oceania	14/10/2011	UVM_33_RECODED	DS_PJ0043-C	OS_1156_UVM_33_RECODED	SE_1156_UVM_33	IN_1156_UVM_33	81.68	5.76	1.98	0	3.25	2391561460	27686575	27177588	21370800	240.2	74.5	99	0.01358326	28.1	22855167	22255205	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	1	DNA	10901	https://gadm.org/maps/IDN/papua.html	IDN	papua	NaN	Pv	Analysis_set	0.020341476	PNG_PVXMQ2006	0.012999671	Papua New Guinea	Indonesia	Papua Indonesia	MSEA	Oceania	None	TRUE	Indonesia: Papua	Indonesia: Papua	OCE	OCE	"OCE: Indonesia, Papua"	TRUE	#a65628	#a65628	0.9967436	TRUE	TRUE
PJ0044-CW	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137	Indonesia	2011	NaN	"PJ0044-CW,PJ0273-C"	88.51	Timika	Oceania	15/10/2011	UVC_34_RECODED	DS_PJ0044-CW	OS_1156_UVC_34_RECODED	SE_1156_UVC_34	IN_1156_UVC_34	178.92	5.44	2.46	0	3.07	5535924875	27759445	27161760	155586700	263.5	96.8	99	0.007763039	28.3	54571242	53227259	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	2	MDA	14324	https://gadm.org/maps/IDN/papua.html	IDN	papua	NaN	Pv	Lower_covered_duplicate	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	None	FALSE	Indonesia: Papua	unassigned	OCE	unassigned	unassigned	FALSE	#d3d3d3	#d3d3d3	0.9973046	TRUE	TRUE
PJ0046-C	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137	Indonesia	2011	ERR662600	"PJ0046-C,PJ0274-C"	88.99	Timika	Oceania	28/10/2011	UVC_38_RECODED	DS_PJ0046-C	OS_1156_UVC_38_RECODED	SE_1156_UVC_38	IN_1156_UVC_38	208.37	5.01	1.54	0	3.95	6213005734	27951735	27572145	83667900	263.4	85	99	0.01468811	27.9	59374571	57877829	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	2	DNA	13670	https://gadm.org/maps/IDN/papua.html	IDN	papua	NaN	Pv	Analysis_set	0.020283341	PNG_PVXMQ2006	0.01294618	Papua New Guinea	Indonesia	Papua Indonesia	MSEA	Oceania	None	TRUE	Indonesia: Papua	Indonesia: Papua	OCE	OCE	"OCE: Indonesia, Papua"	TRUE	#a65628	#a65628	0.9972729	TRUE	TRUE
PJ0052-CW	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137	Indonesia	2011	NaN	"PJ0052-CW,PJ0277-C"	89.03	Timika	Oceania	06/12/2011	UVC_48_RECODED	DS_PJ0052-CW	OS_1156_UVC_48_RECODED	SE_1156_UVC_48	IN_1156_UVC_48	151.64	4.79	2.5	0	3.17	4546616499	27916921	27330411	94740100	248.3	93.3	99	0.008246635	28.4	44757939	43694098	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	2	MDA	14323	https://gadm.org/maps/IDN/papua.html	IDN	papua	NaN	Pv	Lower_covered_duplicate	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	None	FALSE	Indonesia: Papua	unassigned	OCE	unassigned	unassigned	FALSE	#d3d3d3	#d3d3d3	0.9968267	TRUE	TRUE
PJ0054-CW	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137	Indonesia	2011	NaN	"PJ0054-CW,PJ0279-C"	87.85	Timika	Oceania	10/12/2011	UVC_50_RECODED	DS_PJ0054-CW	OS_1156_UVC_50_RECODED	SE_1156_UVC_50	IN_1156_UVC_50	165.57	5.56	3.45	0	2.62	4891663462	27689990	26846762	85184600	257.4	94.7	99	0.007299796	28.6	48354345	47210485	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	2	MDA	14323	https://gadm.org/maps/IDN/papua.html	IDN	papua	NaN	Pv	Lower_covered_duplicate	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	None	FALSE	Indonesia: Papua	unassigned	OCE	unassigned	unassigned	FALSE	#d3d3d3	#d3d3d3	0.9963192	TRUE	TRUE
PJ0054-Cx	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137	Indonesia	2011	NaN	"PJ0054-Cx,PJ0055-C,PJ0280-C"	87.66	Timika	Oceania	13/12/2011	UVC_51	DS_PJ0054-Cx	OS_1156_UVC_51	SE_1156_UVC_51	IN_1156_UVC_51	98.55	6.34	2.35	0	3.14	2816439550	27588971	27012789	28656600	247.7	90.6	99	0.01086225	28.8	27294299	26726072	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	1	DNA	12299	https://gadm.org/maps/IDN/papua.html	IDN	papua	NaN	Pv	Lower_covered_duplicate	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	None	FALSE	Indonesia: Papua	unassigned	OCE	unassigned	unassigned	FALSE	#d3d3d3	#d3d3d3	0.9958275	TRUE	TRUE
PJ0055-C	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137	Indonesia	2011	NaN	"PJ0054-Cx,PJ0055-C,PJ0280-C"	87.93	Timika	Oceania	13/12/2011	UVC_51_RECODED	DS_PJ0055-C	OS_1156_UVC_51_RECODED	SE_1156_UVC_51	IN_1156_UVC_51	109.89	6.28	1.98	0	3.29	3157529492	27568242	27057817	31103300	250.9	77.6	99	0.01235641	28.2	30417872	29677163	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	1	DNA	10901	https://gadm.org/maps/IDN/papua.html	IDN	papua	NaN	Pv	Analysis_set	0.020249236	PNG_PVXMQ2006	0.013595825	Papua New Guinea	Indonesia	Papua Indonesia	MSEA	Oceania	None	TRUE	Indonesia: Papua	Indonesia: Papua	OCE	OCE	"OCE: Indonesia, Papua"	TRUE	#a65628	#a65628	0.99572015	TRUE	TRUE
PJ0058-CW	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137	Indonesia	2012	NaN	"PJ0058-CW,PJ0281-C"	89.2	Timika	Oceania	03/02/2012	UVC_55_RECODED	DS_PJ0058-CW	OS_1156_UVC_55_RECODED	SE_1156_UVC_55	IN_1156_UVC_55	179.24	3.9	2.5	0	3.89	5355545776	28169490	27602882	110513300	257.4	88.9	99	0.0113464	28.5	51770215	50406003	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	2	MDA	14323	https://gadm.org/maps/IDN/papua.html	IDN	papua	NaN	Pv	Analysis_set	0.020075925	PNG_PVXMQ2006	0.013101856	Papua New Guinea	Indonesia	Papua Indonesia	MSEA	Oceania	None	TRUE	Indonesia: Papua	Indonesia: Papua	OCE	OCE	"OCE: Indonesia, Papua"	TRUE	#a65628	#a65628	0.9983923	TRUE	TRUE
PJ0069-Cx	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137	Indonesia	2012	NaN	"PJ0069-Cx,PJ0070-CW,PJ0132-Cx,PJ0286-C"	86.73	Papua Indonesia	Oceania	14/05/2012	UVC_68	DS_PJ0069-Cx	OS_1156_UVC_68	SE_1156_UVC_68	IN_1156_UVC_68	60.72	6.73	3.54	0	2.48	1774622647	27416636	26453660	17495600	245.9	84.1	99	0.01055528	28.6	16961560	16605561	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	1	DNA	12299	https://gadm.org/maps/IDN/papua.html	IDN	papua	NaN	Pv	Analysis_set	0.02034316	PNG_PVXMQ2006	0.013076534	Papua New Guinea	Indonesia	Papua Indonesia	MSEA	Oceania	None	TRUE	Indonesia: Papua	Indonesia: Papua	OCE	OCE	"OCE: Indonesia, Papua"	TRUE	#a65628	#a65628	0.9977497	TRUE	TRUE
PJ0070-CW	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137	Indonesia	2012	NaN	"PJ0069-Cx,PJ0070-CW,PJ0132-Cx,PJ0286-C"	85.52	Papua Indonesia	Oceania	14/05/2012	UVC_68_RECODED	DS_PJ0070-CW	OS_1156_UVC_68_RECODED	SE_1156_UVC_68	IN_1156_UVC_68	125.22	8.4	4.12	0	1.44	3552596768	26880370	25764978	75573900	257.7	96.7	99	0.006752771	28.6	35204115	34396097	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	2	MDA	14323	https://gadm.org/maps/IDN/papua.html	IDN	papua	NaN	Pv	Lower_covered_duplicate	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	None	FALSE	Indonesia: Papua	unassigned	OCE	unassigned	unassigned	FALSE	#d3d3d3	#d3d3d3	0.9976719	TRUE	TRUE
PJ0070-Cx	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137	Indonesia	2012	NaN	"PJ0070-Cx,PJ0071-C,PJ0287-C"	88.56	Papua Indonesia	Oceania	18/06/2012	UVC_69	DS_PJ0070-Cx	OS_1156_UVC_69	SE_1156_UVC_69	IN_1156_UVC_69	60.67	5.18	2.33	0	3.4	1842640427	27852604	27297847	23648200	243.8	86.4	99	0.01346294	28.6	17330974	16797519	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	1	DNA	12299	https://gadm.org/maps/IDN/papua.html	IDN	papua	NaN	Pv	Lower_covered_duplicate	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	None	FALSE	Indonesia: Papua	unassigned	OCE	unassigned	unassigned	FALSE	#d3d3d3	#d3d3d3	0.99900055	TRUE	TRUE
PJ0071-C	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137	Indonesia	2012	NaN	"PJ0070-Cx,PJ0071-C,PJ0287-C"	88.71	Papua Indonesia	Oceania	18/06/2012	UVC_69_RECODED	DS_PJ0071-C	OS_1156_UVC_69_RECODED	SE_1156_UVC_69	IN_1156_UVC_69	59.7	5.3	2.18	0	3.3	1789375249	27772572	27245182	15971400	251.7	81.1	99	0.01379931	27.9	16920260	16400021	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	1	DNA	10901	https://gadm.org/maps/IDN/papua.html	IDN	papua	NaN	Pv	Analysis_set	0.020269444	PNG_PVXMQ2006	0.013076042	Papua New Guinea	Indonesia	Papua Indonesia	MSEA	Oceania	None	TRUE	Indonesia: Papua	Indonesia: Papua	OCE	OCE	"OCE: Indonesia, Papua"	TRUE	#a65628	#a65628	0.99902475	TRUE	TRUE
PJ0074-C	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137	Indonesia	2012	NaN	"PJ0074-C,PJ0288-C"	86.89	Timika	Oceania	20/07/2012	UVC_72_RECODED	DS_PJ0074-C	OS_1156_UVC_72_RECODED	SE_1156_UVC_72	IN_1156_UVC_72	16.32	6.54	4.43	0	1.62	532505520	27322046	26295280	6237900	236.7	73.9	99	0.01343044	27.4	4739723	4580366	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	1	DNA	10901	https://gadm.org/maps/IDN/papua.html	IDN	papua	NaN	Pv	Analysis_set	0.020300411	PJ0037-C	0.011659367	Indonesia	Indonesia	Papua Indonesia	MSEA	Oceania	None	TRUE	Indonesia: Papua	Indonesia: Papua	OCE	OCE	"OCE: Indonesia, Papua"	TRUE	#a65628	#a65628	0.9970554	TRUE	TRUE
PJ0075-Cx	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137	Indonesia	2012	NaN	"PJ0075-Cx,PJ0076-CW"	79.08	Papua Indonesia	Oceania	02/08/2012	UVC_74	DS_PJ0075-Cx	OS_1156_UVC_74	SE_1156_UVC_74	IN_1156_UVC_74	10	7.19	12.12	0	1.1	369579610	27224144	24369368	7280800	227.4	92.5	99	0.01607735	26.9	2926463	2808249	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	1	DNA	12299	https://gadm.org/maps/IDN/papua.html	IDN	papua	NaN	Pv	Analysis_set	0.020796062	PNG_PVXMQ2006	0.01332802	Papua New Guinea	Indonesia	Papua Indonesia	MSEA	Oceania	None	TRUE	Indonesia: Papua	Indonesia: Papua	OCE	OCE	"OCE: Indonesia, Papua"	TRUE	#a65628	#a65628	0.99427724	TRUE	TRUE
PJ0076-CW	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137	Indonesia	2012	NaN	"PJ0075-Cx,PJ0076-CW"	54.86	Papua Indonesia	Oceania	02/08/2012	UVC_74_RECODED	DS_PJ0076-CW	OS_1156_UVC_74_RECODED	SE_1156_UVC_74	IN_1156_UVC_74	10.27	15.72	28.72	0	0.18	340780139	24616560	16778581	5148800	263.1	104.5	99	0.00755734	28	2753695	2674777	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	2	MDA	14323	https://gadm.org/maps/IDN/papua.html	IDN	papua	NaN	Pv	Lower_covered_duplicate	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	None	FALSE	Indonesia: Papua	unassigned	OCE	unassigned	unassigned	FALSE	#d3d3d3	#d3d3d3	0.9984313	TRUE	TRUE
PJ0090-Cx	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137	Indonesia	2011	NaN	"PJ0090-Cx,PJ0091-CW,PJ0312-C"	86.37	Timika	Oceania	19/10/2011	UVC_37	DS_PJ0090-Cx	OS_1156_UVC_37	SE_1156_UVC_37	IN_1156_UVC_37	24.82	7.51	3.7	0	1.9	774390510	27159643	26220219	8982600	242.2	86.1	99	0.01263041	28.1	6967893	6776964	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	1	DNA	12299	https://gadm.org/maps/IDN/papua.html	IDN	papua	NaN	Pv	Lower_covered_duplicate	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	None	FALSE	Indonesia: Papua	unassigned	OCE	unassigned	unassigned	FALSE	#d3d3d3	#d3d3d3	0.99833846	TRUE	TRUE
PJ0091-CW	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137	Indonesia	2011	NaN	"PJ0090-Cx,PJ0091-CW,PJ0312-C"	83.53	Timika	Oceania	19/10/2011	UVC_37_RECODED	DS_PJ0091-CW	OS_1156_UVC_37_RECODED	SE_1156_UVC_37	IN_1156_UVC_37	116.15	9.03	6.12	0	0.81	3217525246	26658460	24982034	33707400	252.6	96	99	0.006454936	28.2	31710600	31004267	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	2	MDA	14324	https://gadm.org/maps/IDN/papua.html	IDN	papua	NaN	Pv	Lower_covered_duplicate	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	None	FALSE	Indonesia: Papua	unassigned	OCE	unassigned	unassigned	FALSE	#d3d3d3	#d3d3d3	0.99869275	TRUE	TRUE
PJ0103-CWx	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137	Indonesia	2012	NaN	"PJ0103-CWx,PJ0104-CW"	57.04	Papua Indonesia	Oceania	07/12/2012	UVC_91	DS_PJ0103-CWx	OS_1156_UVC_91	SE_1156_UVC_91	IN_1156_UVC_91	8.35	10.06	32.07	0	0.32	347683646	26332310	17964874	10093500	261.2	105.2	99	0.01315615	26.2	2665322	2527020	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	2	MDA	14323	https://gadm.org/maps/IDN/papua.html	IDN	papua	NaN	Pv	Lower_covered_duplicate	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	None	FALSE	Indonesia: Papua	unassigned	OCE	unassigned	unassigned	FALSE	#d3d3d3	#d3d3d3	0.98968387	TRUE	TRUE
PJ0104-CW	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137	Indonesia	2012	NaN	"PJ0103-CWx,PJ0104-CW"	58.38	Papua Indonesia	Oceania	07/12/2012	UVC_91_RECODED	DS_PJ0104-CW	OS_1156_UVC_91_RECODED	SE_1156_UVC_91	IN_1156_UVC_91	12.28	15.1	25.77	0	0.23	362039305	24816713	17788226	6459600	252.8	91.9	99	0.007907796	27.5	3239758	3143769	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	2	MDA	14323	https://gadm.org/maps/IDN/papua.html	IDN	papua	NaN	Pv	Analysis_set	0.02015391	PNG_PVXMQ2006	0.012916331	Papua New Guinea	Indonesia	Papua Indonesia	MSEA	Oceania	None	TRUE	Indonesia: Papua	Indonesia: Papua	OCE	OCE	"OCE: Indonesia, Papua"	TRUE	#a65628	#a65628	0.99924225	TRUE	TRUE
PJ0127-CW	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137	Indonesia	2013	NaN	"PJ0127-CW,PJ0291-C"	85.7	Timika	Oceania	15/02/2013	UVC_111_RECODED	DS_PJ0127-CW	OS_1156_UVC_111_RECODED	SE_1156_UVC_111	IN_1156_UVC_111	19.89	6.58	6.17	0	1.03	663784545	27356391	25841813	14512600	264	96.8	99	0.01167491	27.4	5848742	5647263	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	2	MDA	14323	https://gadm.org/maps/IDN/papua.html	IDN	papua	NaN	Pv	Analysis_set	0.020535881	PNG_PVXMQ2006	0.013028308	Papua New Guinea	Papua New Guinea	Madang	MSEA	Oceania	None	TRUE	Indonesia: Papua	Indonesia: Papua	OCE	OCE	"OCE: Indonesia, Papua"	TRUE	#a65628	#a65628	0.9987717	TRUE	TRUE
PJ0127-Cx	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137	Indonesia	2013	NaN	"PJ0127-Cx,PJ0128-C"	87.57	Papua Indonesia	Oceania	21/02/2013	UVC_112	DS_PJ0127-Cx	OS_1156_UVC_112	SE_1156_UVC_112	IN_1156_UVC_112	20.78	5.62	4.23	0	2.06	673865275	27663574	26663632	9421500	251.9	90.3	99	0.01428258	27.9	5987328	5777568	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	1	DNA	12299	https://gadm.org/maps/IDN/papua.html	IDN	papua	NaN	Pv	Lower_covered_duplicate	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	None	FALSE	Indonesia: Papua	unassigned	OCE	unassigned	unassigned	FALSE	#d3d3d3	#d3d3d3	0.9957326	TRUE	TRUE
PJ0128-C	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137	Indonesia	2013	ERR662597	"PJ0127-Cx,PJ0128-C"	88.92	Papua Indonesia	Oceania	21/02/2013	UVC_112_RECODED	DS_PJ0128-C	OS_1156_UVC_112_RECODED	SE_1156_UVC_112	IN_1156_UVC_112	52.93	4.67	2.58	0	3.3	1809145461	27981141	27365830	38603300	253.5	86.8	99	0.01746666	27.1	15576346	14961416	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	2	DNA	13670	https://gadm.org/maps/IDN/papua.html	IDN	papua	NaN	Pv	Analysis_set	0.020406721	PNG_PVXMQ2006	0.013357236	Papua New Guinea	Indonesia	Papua Indonesia	MSEA	Oceania	None	TRUE	Indonesia: Papua	Indonesia: Papua	OCE	OCE	"OCE: Indonesia, Papua"	TRUE	#a65628	#a65628	0.99652964	TRUE	TRUE
PJ0132-Cx	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137	Indonesia	2012	NaN	"PJ0069-Cx,PJ0070-CW,PJ0132-Cx,PJ0286-C"	86.55	Papua Indonesia	Oceania	14/05/2012	UVC_68_RECODED	DS_PJ0132-Cx	OS_1156_UVC_68_RECODED	SE_1156_UVC_68	IN_1156_UVC_68	50.14	7.18	3.48	0	2.28	1458677887	27271455	26325126	15734100	249.4	83	99	0.01052825	28.5	13929559	13641488	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	2	DNA	12299	https://gadm.org/maps/IDN/papua.html	IDN	papua	NaN	Pv	Lower_covered_duplicate	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	None	FALSE	Indonesia: Papua	unassigned	OCE	unassigned	unassigned	FALSE	#d3d3d3	#d3d3d3	0.99741685	TRUE	TRUE
PJ0166-C	1157-PV-MULTI-PRICE	Papua Indonesia (returning traveller)	-4.5	137	Indonesia	2013	ERR527360	"PJ0166-C,PJ0167-C"	79.95	Papua Indonesia (returning traveller)	Oceania	05/09/2013	RDM_36_cellulose	DS_PJ0166-C	OS_1157_RDM_36_cellulose	SE_1157_RDM_36	IN_1157_2247202	10.26	8.12	10.56	0	0.85	374067034	26944381	24440508	7782700	223.3	84.4	99	0.01577732	26.8	2998576	2883210	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	1	DNA	12483	https://gadm.org/maps/IDN/papua.html	IDN	papua	NaN	Pv	Lower_covered_duplicate	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	None	FALSE	Indonesia: Papua	unassigned	OCE	unassigned	unassigned	FALSE	#d3d3d3	#d3d3d3	0.99679905	TRUE	TRUE
PJ0167-C	1157-PV-MULTI-PRICE	Papua Indonesia (returning traveller)	-4.5	137	Indonesia	2013	ERR527373	"PJ0166-C,PJ0167-C"	88.05	Papua Indonesia (returning traveller)	Oceania	15/11/2013	RDM_37_cellulose	DS_PJ0167-C	OS_1157_RDM_37_cellulose	SE_1157_RDM_37	IN_1157_2247202	53.26	5.43	3.1	0	2.9	1603150912	27773905	27018549	18396900	235.8	78.9	99	0.01273417	28.5	15053072	14685874	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	1	DNA	12483	https://gadm.org/maps/IDN/papua.html	IDN	papua	NaN	Pv	Analysis_set	0.020720385	PNG_PVXMQ2006	0.013170027	Papua New Guinea	Papua New Guinea	Madang	MSEA	Oceania	None	TRUE	Indonesia: Papua	Indonesia: Papua	OCE	OCE	"OCE: Indonesia, Papua"	TRUE	#a65628	#a65628	0.9987754	TRUE	TRUE
PJ0273-C	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137	Indonesia	2011	NaN	"PJ0044-CW,PJ0273-C"	88.69	Timika	Oceania	15/10/2011	UVC_34	DS_PJ0273-C	OS_1156_UVC_34	SE_1156_UVC_34	IN_1156_UVC_34	103.95	5.22	2.01	0	3.56	3036814630	27902504	27441670	33042700	221.5	79.1	99	0.01186963	28.6	29229728	28613750	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	2	DNA	16189	https://gadm.org/maps/IDN/papua.html	IDN	papua	NaN	Pv	Analysis_set	0.020795237	PNG_PVXMQ2006	0.013155255	Papua New Guinea	Indonesia	Papua Indonesia	MSEA	Oceania	None	TRUE	Indonesia: Papua	Indonesia: Papua	OCE	OCE	"OCE: Indonesia, Papua"	TRUE	#a65628	#a65628	0.9972953	TRUE	TRUE
PJ0274-C	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137	Indonesia	2011	NaN	"PJ0046-C,PJ0274-C"	88.33	Timika	Oceania	28/10/2011	UVC_38	DS_PJ0274-C	OS_1156_UVC_38	SE_1156_UVC_38	IN_1156_UVC_38	95.94	5.53	2.26	0	3.36	2782898242	27817018	27285815	29396000	216.9	78.8	99	0.01065896	28.4	26897473	26374325	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	2	DNA	16189	https://gadm.org/maps/IDN/papua.html	IDN	papua	NaN	Pv	Lower_covered_duplicate	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	None	FALSE	Indonesia: Papua	unassigned	OCE	unassigned	unassigned	FALSE	#d3d3d3	#d3d3d3	0.9972775	TRUE	TRUE
PJ0277-C	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137	Indonesia	2011	NaN	"PJ0052-CW,PJ0277-C"	89.24	Timika	Oceania	06/12/2011	UVC_48	DS_PJ0277-C	OS_1156_UVC_48	SE_1156_UVC_48	IN_1156_UVC_48	111.47	4.41	2.24	0	3.6	3259466817	28052061	27556022	37072600	221.7	79.4	99	0.01147472	28.4	31519892	30874838	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	2	DNA	16189	https://gadm.org/maps/IDN/papua.html	IDN	papua	NaN	Pv	Analysis_set	0.02074454	PNG_PVXMQ2006	0.013308193	Papua New Guinea	Papua New Guinea	Madang	MSEA	Oceania	None	TRUE	Indonesia: Papua	Indonesia: Papua	OCE	OCE	"OCE: Indonesia, Papua"	TRUE	#a65628	#a65628	0.9971265	TRUE	TRUE
PJ0279-C	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137	Indonesia	2011	NaN	"PJ0054-CW,PJ0279-C"	88.56	Timika	Oceania	10/12/2011	UVC_50	DS_PJ0279-C	OS_1156_UVC_50	SE_1156_UVC_50	IN_1156_UVC_50	113.33	4.39	3.04	0	3.5	3305378094	28063166	27382346	37178400	215.3	76.3	99	0.01111827	28.6	32033316	31401507	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	2	DNA	16189	https://gadm.org/maps/IDN/papua.html	IDN	papua	NaN	Pv	Analysis_set	0.020367442	PNG_PVXMQ2006	0.013351454	Papua New Guinea	Indonesia	Papua Indonesia	MSEA	Oceania	None	TRUE	Indonesia: Papua	Indonesia: Papua	OCE	OCE	"OCE: Indonesia, Papua"	TRUE	#a65628	#a65628	0.99651605	TRUE	TRUE
PJ0280-C	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137	Indonesia	2011	NaN	"PJ0054-Cx,PJ0055-C,PJ0280-C"	87.68	Timika	Oceania	13/12/2011	UVC_51	DS_PJ0280-C	OS_1156_UVC_51	SE_1156_UVC_51	IN_1156_UVC_51	119.49	6.28	2.31	0	3.22	3418586558	27629825	27081739	38067500	222.7	79.8	99	0.01020053	28.5	33257143	32638502	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	2	DNA	16189	https://gadm.org/maps/IDN/papua.html	IDN	papua	NaN	Pv	Lower_covered_duplicate	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	None	FALSE	Indonesia: Papua	unassigned	OCE	unassigned	unassigned	FALSE	#d3d3d3	#d3d3d3	0.9958366	TRUE	TRUE
PJ0281-C	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137	Indonesia	2012	NaN	"PJ0058-CW,PJ0281-C"	88.69	Timika	Oceania	03/02/2012	UVC_55	DS_PJ0281-C	OS_1156_UVC_55	SE_1156_UVC_55	IN_1156_UVC_55	104.28	4.56	2.73	0	3.51	3037128585	28013118	27392931	32683800	223.4	82.4	99	0.01048072	28.5	29446484	28766967	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	2	DNA	16189	https://gadm.org/maps/IDN/papua.html	IDN	papua	NaN	Pv	Lower_covered_duplicate	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	None	FALSE	Indonesia: Papua	unassigned	OCE	unassigned	unassigned	FALSE	#d3d3d3	#d3d3d3	0.9985452	TRUE	TRUE
