Sample	Fws
PJ0034-CW	0.51679826
PJ0035-C	0.9990141
PJ0036-CW	0.9426775
PJ0037-C	0.99665415
PJ0038-CW	0.99673843
PJ0038-Cx	0.7951689000000001
PJ0041-C	0.75066847
PJ0042-C	0.9975831000000001
PJ0043-C	0.9963849
PJ0046-C	0.9970163000000001
PJ0047-C	0.627649
PJ0048-CW	0.75485164
PJ0049-C	0.9951395000000001
PJ0055-C	0.9954668999999999
PJ0056-CW	0.99828076
PJ0057-C	0.7792338000000001
PJ0058-CW	0.99843687
PJ0059-C	0.8494601
PJ0060-C	0.95159066
PJ0061-CW	0.9973605999999999
PJ0062-C	0.8945535
PJ0063-C	0.9333444
PJ0067-CW	0.7069595999999999
PJ0068-C	0.49723905
PJ0069-CW	0.34994307
PJ0069-Cx	0.9979051999999999
PJ0071-C	0.999028
PJ0072-C	0.95106804
PJ0074-C	0.9968976
PJ0075-CW	0.511282
PJ0075-Cx	0.99398804
PJ0078-C	0.9690122999999999
PJ0079-C	0.8533896000000001
PJ0082-C	0.8983671999999999
PJ0085-C	0.9418588
PJ0086-C	0.99635184
PJ0087-CW	0.99815303
PJ0088-Cx	0.39385915
PJ0090-CW	0.9144095
PJ0093-C	0.996848
PJ0094-CW	0.99502563
PJ0097-C	0.6500651999999999
PJ0098-C	0.8673811
PJ0099-C	0.9969277
PJ0100-CW	0.74446946
PJ0104-CW	0.9992064
PJ0106-CW	0.99569017
PJ0106-Cx	0.6478832
PJ0110-CW	0.9962244
PJ0112-CW	0.7886191
PJ0113-CW	0.66896456
PJ0117-CW	0.9921986999999999
PJ0117-Cx	0.99617857
PJ0120-C	0.5373066
PJ0122-C	0.9524224
PJ0123-C	0.9958928
PJ0125-CW	0.36809433
PJ0127-CW	0.9988502
PJ0128-C	0.99615943
PJ0167-C	0.9987668
PJ0273-C	0.9970416
PJ0276-C	0.54014003
PJ0277-C	0.9969034
PJ0278-C	0.9970918
PJ0279-C	0.99621385
PJ0284-C	0.9992321
PJ0285-C	0.7807684
PJ0293-C	0.99481344
PJ0294-C	0.9962766
PJ0295-C	0.8903148999999999
PJ0296-C	0.9963388000000001
PJ0297-C	0.8464169
PJ0298-C	0.99882245
PJ0299-C	0.9969703999999999
PJ0300-C	0.9240209
PJ0301-C	0.66850966
PJ0302-C	0.19200978
PJ0303-C	0.99674004
PJ0305-C	0.87239385
PJ0307-C	0.9963078000000002
PJ0308-C	0.76340014
PJ0309-C	0.9969065999999999
PJ0312-C	0.9986398999999999
PJ0314-C	0.9564676
PJ0315-C	0.8814812
PJ0316-C	0.9966731
PJ0317-C	0.99919343
PJ0318-C	0.99114513
PJ0319-C	0.9139799000000001
PJ0322-C	0.79746884
PJ0323-C	0.99535847
PJ0324-C	0.9977256
PN0017-CW	0.8408815999999999
PN0046-C	0.9964610999999999
PN0047-CW	0.5225214
PN0048-C	0.9976703000000001
PN0050-C	0.9967402
PN0065-C	0.99778736
PN0066-C	0.8653854
PNG014	0.9906972
PNG025	0.99630225
PNG070	0.70843786
PNG076	0.4988281
PNG172	0.9826401
PNG175	0.75740224
PNG58	0.9961171
PNG72	0.97928786
PNG73	0.99618065
PNG_PVXMQ2006	0.6638776
PP0097-C	0.9385863000000001
PQ0002-C	0.8981794
PQ0003-C	0.6997856
PQ0008-C	0.9985314000000001
PQ0012-CW	0.99889594
PQ0014-CW	0.70122015
PQ0015-CW	0.99720603
PQ0016-CW	0.99745226
PS0002-CWx	0.9978995999999999
PV0053-C	0.99636084
PV0054-C	0.9974111999999999
PV0056-C	0.9965162000000001
PV0061-C	0.9959179
PV0062-C	0.48601457
PV0063-CW	0.99724257
PV0074-C	0.9963219999999999
PW0018-CW	0.9512548000000001
PW0019-CW	0.7241827
PW0020-CW	0.86765915
PW0022-C	0.9977139000000002
PW0028-CW	0.99817836
PW0030-C	0.84435695
PW0032-C	0.8320586
PW0033-C	0.9994037
PW0034-C	0.9993289000000001
PW0035-C	0.9938475
PW0036-CW	0.45636758
PW0037-C	0.9994365
PW0038-C	0.99934757
PW0039-C	0.9993738000000001
PW0040-C	0.99903136
PX0001-CW	0.995569
PY0001-C	0.9957254000000001
PY0002-C	0.99518156
PY0004-C	0.98074603
PY0005-C	0.9935613999999999
PY0018-C	0.99935675
PY0019-C	0.99460036
PY0021-C	0.99492484
PY0023-C	0.9928435999999999
PY0024-C	0.9943597
PY0026-C	0.99466425
PY0027-C	0.9946118
PY0032-C	0.99579686
PY0033-C	0.9987296999999998
PY0034-C	0.9945181000000001
PY0035-C	0.9947678
PY0042-C	0.9985264000000001
PY0043-CX	0.9988627
PY0044-CX	0.9949918
PY0045-C	0.9927931999999999
PY0048-C	0.99302316
PY0050-C	0.99336505
PY0051-C	0.80204433
PY0053-C	0.9945611999999999
PY0054-C	0.99301606
PY0055-C	0.9940623
PY0056-C	0.9213184000000001
PY0057-C	0.99452233
PY0058-C	0.99474305
PY0060-C	0.9925763000000001
PY0061-C	0.994625
PY0065-C	0.99470776
PY0068-C	0.9943201999999999
PY0073-C	0.99473315
PY0074-C	0.9946086
PY0075-C	0.9941033000000001
PY0076-C	0.9944589
PY0077-CW	0.97732854
PY0079-C	0.9944783000000001
PY0081-C	0.9945209
PY0082-C	0.99464464
PY0085-C	0.9943386000000001
PY0086-C	0.8684923000000001
PY0087-C	0.9576525
PY0088-C	0.9993799000000001
PY0089-C	0.99923235
PY0090-C	0.9941281
PY0092-CW	0.7926015000000001
PY0093-C	0.9634007
PY0094-C	0.5155304
PY0096-C	0.99436533
PY0098-C	0.9108946
PY0099-C	0.8853489
PY0100-CW	0.9935544
PY0100-Cx	0.9973948
PY0101-C	0.9946179
PY0103-C	0.94406784
PY0105-C	0.9774415999999999
PY0107-C	0.8906193000000001
PY0108-C	0.69747245
PY0109-CWx	0.995051
PY0111-Cx	0.78504986
PY0114-C	0.86104596
PY0115-C	0.9985255999999999
PY0117-C	0.9946055
PY0119-C	0.9945765
PY0127-C	0.9953209000000001
PY0130-C	0.9996216
PY0131-C	0.8268506999999999
PY0145-C	0.94880646
PY0152-C	0.869216
PY0180-C	0.99292403
Panama_458	0.9131062
Peru00622	0.9974719000000001
Peru00692	0.9913036
Peru00699	0.9878591999999998
Peru01	0.9842379000000001
Peru02	0.9229514000000001
Peru03	0.9789962999999999
Peru04	0.9970428
Peru06	0.9981656999999999
Peru07	0.97571325
Peru08	0.99409074
Peru0839	0.95100445
Peru09	0.9979564000000001
Peru10	0.9978306
Peru1008	0.9975550999999999
Peru1021	0.99874336
Peru1022	0.6402746
Peru2025	0.99653447
Peru257	0.9980376
Peru258	0.99837905
Peru259	0.9983968000000001
Peru260	0.99838305
Peru262	0.9974481
Peru3043_D106	0.9968429
Peru3133	0.99855226
Peru3136	0.9006439
Peru3232	0.58436656
Peru3270_D43	0.56068027
Peru3280	0.84612584
Peru4017	0.99325067
Peru4023	0.9986353000000001
Peru612	0.99860984
Peru697	0.9964999
Peru721	0.6439608
Peru791	0.9951515
Peru830	0.99663603
Peru852	0.5569816
Peru858	0.9982934000000001
Peru869	0.99596393
Peru872	0.9952322
Peru99622	0.99497914
QS0001-C	0.9668223
QS0002-C	0.9990216000000001
QS0003-C	0.9986934000000001
QS0004-C	0.66940534
QS0006-C	0.9703508
QS0011-C	0.5168255999999999
QS0012-C	0.53747743
QS0013-C	0.99794906
QS0014-C	0.9958841999999999
QS0015-C	0.81337285
QS0016-C	0.99810445
QS0018-C	0.9968868000000001
QS0020-C	0.9942763000000001
QS0023-C	0.9506068999999999
QS0025-C	0.88825595
QS0027-C	0.9949276
QS0028-C	0.9986345999999999
QS0030-C	0.9785234
QS0031-C	0.3026922
QS0032-C	0.4904407
QS0033-C	0.99602735
QS0035-C	0.9989805
QS0037-C	0.99518967
QS0039-C	0.995901
QS0041-C	0.9990087999999999
QS0042-C	0.9992082
QS0044-C	0.99574035
QS0046-C	0.99238044
QS0049-C	0.99918014
QS0053-C	0.99480766
QS0058-C	0.9933754000000001
QS0061-C	0.99614376
QS0063-C	0.99816227
QS0066-C	0.99557704
QS0068-C	0.54076976
QS0070-C	0.99595
QS0073-C	0.9920283999999999
QS0074-C	0.7360779000000001
QS0076-C	0.995391
QS0077-C	0.995431
QS0078-C	0.9991143
QS0079-C	0.99554837
QS0080-C	0.99623346
QS0081-C	0.9947123999999999
QS0084-C	0.99882287
QS0085-C	0.5230260999999999
QS0086-C	0.5192157000000001
QS0088-C	0.9993340000000001
QS0089-C	0.9953131
QS0090-C	0.9957771000000001
QS0091-C	0.9962421999999999
QS0092-C	0.99862725
QS0093-C	0.9944593
QS0096-C	0.99890023
QS0097-C	0.9941976999999999
QS0098-C	0.7717263000000001
QS0099-C	0.39162818
QS0100-C	0.99551564
QS0102-C	0.99398667
QS0103-C	0.99663126
QS0105-C	0.87684107
QS0106-C	0.71265495
QS0107-C	0.9948294
QS0108-C	0.81186247
QS0114-C	0.5365293000000001
QS0118-C	0.83835435
QS0120-C	0.9964163
QS0121-C	0.99528515
QS0122-C	0.9955744000000001
QS0123-C	0.996769
QS0124-C	0.99617404
QS0125-C	0.9990511999999999
QS0137-C	0.99638885
QS0138-C	0.9943189
QS0141-C	0.934092
QS0143-C	0.9953003
QS0146-C	0.9946296999999998
QS0151-C	0.99466974
QS0172-C	0.9810370999999999
QS0173-C	0.9959905000000001
QS0176-C	0.60214084
QS0177-C	0.9955868
QS0178-C	0.9956889000000001
QS0179-C	0.9986598
QS0181-C	0.9979446
QS0184-C	0.9962728000000001
QS0185-C	0.99918514
QS0186-C	0.999315
QS0187-C	0.9939981
QS0188-C	0.9945695999999999
QS0189-C	0.9959654
QS0190-C	0.96365696
QS0191-C	0.53761613
QS0192-C	0.99738544
QS0193-C	0.9990101
QS0196-C	0.9990829999999999
QS0197-C	0.9953993
QS0200-C	0.90863305
QX0001-C	0.99556386
QX0002-C	0.5983418
QX0003-C	0.99554753
QX0005-C	0.79664665
QX0010-C	0.7924165
SGH-1-331	0.6856326
SGH_1_337	0.6444873000000001
SGH_1_355	0.99117327
SGH_1_357	0.98683006
SGH_1_358	0.9848503000000001
SGH_1_359	0.6975294
SGH_1_361	0.9630533000000001
SGH_2_103	0.99654496
SGH_2_108	0.9900585
Salvador_1	0.98867905
Thailand_Pakchong_460	0.9897151
Thailand_VKBT_100	0.45038217
Thailand_VKBT_101	0.5925778
Thailand_VKBT_58	0.9969009
Thailand_VKBT_71	0.6762029
Thailand_VKBT_72	0.8265447
Thailand_VKBT_73	0.9983584999999999
Thailand_VKBT_75	0.9982085999999999
Thailand_VKBT_94	0.51338243
Thailand_VKBT_95	0.22489618
Thailand_VKBT_98	0.99639
Thailand_VKBT_99	0.9956159
Thailand_VKPR_11	0.99692255
Thailand_VKTS_36	0.99913216
Thailand_VKTS_37	0.9966273000000001
Thailand_VKTS_38	0.99532104
Thailand_VKTS_39	0.9975978999999999
Thailand_VKTS_45	0.9955596
Thailand_VKTS_46	0.6479202
Thailand_VKTS_52	0.99858665
Thailand__VKBT_106	0.6097716
VVX00848	0.72703254
VVX00855	0.9963146999999999
VVX00857	0.99532807
VVX00863	0.99913704
VVX00897	0.9989573
VVX00975	0.9990818000000001
VVX00976	0.9991388000000001
VVX00986	0.9948583000000001
VVX00990	0.9727087
VVX01000	0.9958511
VVX01008	0.9983208
VVX01012	0.95547104
VVX01019	0.6826420999999999
VVX01021	0.9983884
VVX01023	0.96025753
VVX01026	0.99826354
VVX01030	0.51927936
VVX01032	0.99859774
VVX01035	0.99912745
VVX01038	0.21433316
VVX01040	0.9970859000000001
VVX01053	0.998828
VVX01054	0.6460292
VVX01055	0.7039163
VVX01056	0.86788756
VVX01057	0.99557066
VVX01058	0.56965065
VVX01065	0.9995868
VVX01067	0.9662427
VVX01069	0.6703091999999999
VVX01071	0.94345564
VVX01077	0.44255182
VVX01078	0.9960198
VVX01082	0.50041765
VVX01084	0.8657945
VVX01087	0.9985402
VVX01101	0.9994975
VVX01103	0.9957155999999999
VVX01108	0.54057425
VVX01109	0.99715173
VVX01110	0.99409425
VVX01111	0.972735
VVX01133	0.99838626
VVX01136	0.99313223
VVX01137	0.99365216
VVX01138	0.8639140999999999
VVX01139	0.55248636
VVX01142	0.84757715
VVX01143	0.89746284
VVX01145	0.99844784
VVX01146	0.7780151999999999
VVX01147	0.9929758
VVX01148	0.99872935
VVX01150	0.9950508
VVX01151	0.99827063
VVX01152	0.9936341000000001
VVX01153	0.99747807
VVX01161	0.9944983000000001
VVX01162	0.9875822
VVX01166	0.9966658000000002
VVX01252	0.99806076
VVX01266	0.99676263
VVX01267	0.92254287
VVX01268	0.99888456
VVX01269	0.99479324
VVX01272	0.40907016
VVX01274	0.99936706
VVX01275	0.9960038
VVX01277	0.57979965
VVX01278	0.99033874
VVX01280	0.9948798000000001
VVX01282	0.5150583
VVX01283	0.71337897
VVX01284	0.99890405
VVX01286	0.8846661
VVX01287	0.99940425
VVX01288	0.9969541
VVX01289	0.34275138
VVX01290	0.99059993
VVX01291	0.9982901
VVX01292	0.9900056999999999
VVX01294	0.55600727
VVX01295	0.9993988000000001
VVX01332	0.8680059999999999
VVX01391	0.9972244
VVX01392	0.9992366
VVX01393	0.9973271
VVX01394	0.9996674000000001
VVX01395	0.99634576
VVX01396	0.9961134
VVX01398	0.3723973
VVX01404	0.9967456
VVX01408	0.61849916
VVX01409	0.99886876
VVX01410	0.61657184
VVX01411	0.9958148000000001
VVX01412	0.52111655
VVX01414	0.9259056
VVX01416	0.9962222
VVX01417	0.6926734
VVX01421	0.9963559000000001
VVX01439	0.9977007
VVX01445	0.9825155000000001
VVX01456	0.99923295
VVX01525	0.9950253000000001
VVX01541	0.9958296999999998
VVX01542	0.9947534
VVX01545	0.99945015
VVX01623	0.8913315999999999
VVX01628	0.9990243000000001
VVX01669	0.99950093
VVX01670	0.99891305
VVX01671	0.99737555
VVX01672	0.65516746
VVX01673	0.99561745
VVX01674	0.9973254
VVX01675	0.9922992
VVX01676	0.99431735
VVX01678	0.99660844
VVX01679	0.9948004
VVX01680	0.9476466999999998
VVX01683	0.9754702
VVX01685	0.41786602
VVX01688	0.9954209999999999
VVX01690	0.5140045
VVX01692	0.70129955
VVX01694	0.99707216
VVX01696	0.99968094
VVX01697	0.7356981
VVX01698	0.5196024
VVX01702	0.9989288000000001
VVX01703	0.6369505999999999
VVX01706	0.89382607
VVX01707	0.40978894
VVX01709	0.9953486999999999
VVX01711	0.39928645
VVX01713	0.9938252000000001
VVX01714	0.9951519
VVX01716	0.9940249
VVX01718	0.6374083
VVX01720	0.61628604
VVX01724	0.74309224
VVX01725	0.9750839
VVX01727	0.84662294
VVX01729	0.9666017
VVX01732	0.9897166
VVX01735	0.9958421999999999
VVX01736	0.9955969000000001
VVX01738	0.5911849
VVX01739	0.99628323
VVX01740	0.9942876
VVX01741	0.66737986
VVX01743	0.99843866
VVX01746	0.5853126000000001
VVX01747	0.80851924
VVX01749	0.5088757
VVX01751	0.9964059000000001
VVX01752	0.52183056
VVX01755	0.86260694
VVX01799	0.9960226999999999
VVX01806	0.9948195
VVX01812	0.9990530999999999
VVX01815	0.8413337
VVX01893	0.9993293
VVX01915	0.99414676
VVX01924	0.99334365
VVX01936	0.99781823
VVX01945	0.997749
VVX01951	0.9962832
VVX01961	0.99912983
VVX01967	0.99566376
VVX01968	0.57553303
VVX01969	0.9956072
VVX01970	0.9956995000000001
VVX01971	0.91863906
VVX01973	0.7904011
VVX01975	0.88778657
VVX01983	0.85485643
VVX01984	0.6904519
VVX01987	0.9955287
VVX02317	0.9959015
VVX02318	0.99698037
VVX02319	0.99740225
VVX02320	0.9968724
VVX02321	0.99714816
VVX02323	0.9974511
VVX02324	0.9963120999999999
VVX02325	0.99681306
VVX02326	0.9967504
VVX02327	0.9970474
VVX02328	0.99742347
VVX02331	0.99664545
VVX02332	0.993923
VVX02333	0.99748623
VVX02334	0.99631333
VVX02335	0.9967621999999999
VVX02336	0.9963238999999999
VVX02337	0.9901218
VVX02346	0.99928117
VVX04272	0.78547615
VVX04273	0.99935204
VVX04274	0.99551296
VVX04275	0.99496174
VVX04276	0.7398286999999999
VVX04277	0.9958176
VVX04278	0.9990071
VVX04279	0.797236
VVX04280	0.9957594999999999
VVX04281	0.99700886
VVX04282	0.98330015
VVX04283	0.8738485999999999
VVX04285	0.99574584
VVX04286	0.9994608
VVX04287	0.6942651
VVX04288	0.99704015
VVX04289	0.3324012
VVX04290	0.99590904
VVX04291	0.9942473
VVX04293	0.9960991
VVX04295	0.63004595
VVX04298	0.8721370999999999
VVX04300	0.9984503
VVX04302	0.8724777
VVX04304	0.9993861999999999
VVX04305	0.99957645
VVX04306	0.9988905
VVX04307	0.44884503
VVX04308	0.9588926999999999
VVX04310	0.542766
VVX04311	0.825944
VVX04313	0.69774336
VVX04314	0.99423134
VVX04315	0.9991138
VVX04321	0.67067504
VVX04322	0.9941950999999999
VVX04323	0.97612727
VVX04324	0.9093486999999999
VVX04326	0.9777059000000001
VVX04330	0.9984779
VVX04331	0.9979909
VVX04332	0.8670976
VVX04333	0.8128021
VVX04334	0.9952963
VVX04335	0.99541324
VVX04336	0.9949466999999999
VVX04337	0.9974315999999999
VVX04338	0.8305051
VVX04339	0.9966669
VVX04340	0.9620603000000001
VVX04341	0.43011629999999995
VVX04342	0.46892264
VVX04345	0.5554871
VVX04346	0.99864674
VVX04347	0.30011854
VVX04353	0.78473663
VVX04355	0.9990336999999999
VVX04357	0.9960974
VVX04358	0.60845226
VVX04359	0.44605473
VVX04360	0.9967554
VVX04361	0.6014246
VVX04362	0.9993165
VVX04363	0.995732
VVX04369	0.9946187
VVX04381	0.9963690000000001
VVX04383	0.9966067
VVX04384	0.9972433
VVX11749	0.9965809999999999
VVX11750	0.9968948000000001
VVX11751	0.9973359
VVX11792	0.9984263000000001
VVX11820	0.99585944
VVX11821	0.9959349000000001
VVX11822	0.9990292
VVX11824	0.93999517
VVX11827	0.6563232
VVX11828	0.5857262
VVX11833	0.9996348
VVX11843	0.9977691999999999
VVX11847	0.99599576
VVX11848	0.9966202
VVX11849	0.8729911
VVX11874	0.79548603
VVX11905	0.99500877
VVX11906	0.9973546
VVX11907	0.99829096
VVX11910	0.80661315
VVX11912	0.99574023
VVX11916	0.99944526
VVX11917	0.9993745999999999
VVX11920	0.43333974
VVX11924	0.78252757
VVX11928	0.7808109000000001
VVX11932	0.77646047
VVX11934	0.99894965
